label,group,description,value,unit,rationale,reference,link
Fact_I_P_other_food_fec_2018,ui,"EEV ErnÃ¤hrungsindustrie (WZ  10, 11, 12) 2021",60222500,,"216.801 TJ alle EnergietrÃ¤ger fÃ¼r ErnÃ¤hrung und Tabak (WZ 10, 11, 12). Da sich die Gesamtsumme nur marginal von den 57,64 TWh (2015) laut bmwi 2019 Branchenstreckbrief fÃ¼r die Nahrungsmittelindustrie abweicht, wird auch der EEV von WZ 11+12 zur Nahrungsmittelindustrie zugeschlagen.","AG EB 2023 Bilanz 2021 Zeile 47, Spalte AI",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_P_other_food_prodvol_2015,ui,"Produktionsmenge ErnÃ¤hrungsindustrie (WZ 10, 11) 2021",198690711.81999993,,Summe aller Zweige a-t der Lebensmittelindustrie 2021,"BMEL 2023 Produktion ausgewählter Erzeugnisse des Produzierenden Ernährungsgewerbes 2022, Tabellennummer 4101500",https://www.bmel-statistik.de/ernaehrung-fischerei/ernaehrungsgewerbe/lebensmittelindustrie 
Fact_I_P_other_food_ratio_CO2e_pb_to_prodvol,ud,Ratio pb CO2e to production volume food industry 2018,0,,FÃ¼r die ErnÃ¤hrungsindustrie werden keine prozessbedingten Emissionen ausgewiesen.,,
Fact_I_P_other_2d_CO2e_pb_2018,ui,"Prozessbedingte Emissionen CO2e sonstige Industrie Schmiermittel, Paraffinwachse, LÃ¶semittel 2021 (CRF 2.D)",2030700,,"Summe der Emissionen aus CRF 2.D.1 (Schmiermittel), 2.D.2 (Paraffinwachse) und 2.D.3 (LÃ¶semittel), die gesammelt mit CRF 2.E-H den Sonstigen Branchen zugeteilt werden. ","UBA 2023 NIR 2021 S. 337, 344, 346",https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_other_2efgh_CO2e_pb_2018,ui,"Prozessbedingte Emissionen CO2e sonstige Industrie F-Gase (Elektronikindustrie, KÃ¤ltemittel, Sonstige Produktion) 2021 (CRF 2.E-H)",10940000,,"Summe der Emissionen aus CRF 2.E (Elektronik-Industrie), 2.F (Anwendungen als ODS-Ersatzstoff), 2.G (Sonstige Produktherstellung und -verwendung) und 2.H (Andere Produktionen). Einige flourierte THG in 2.F, 2.G und 2.H sind im NIR als confidential (C) gekennzeichnet nicht verfÃ¼gbar, weswegen auf die Zahlen aus der CRF-feine UBA Trendtabelle Treibhausgase vom 15.03.2023 zurÃ¼ckgegriffen wird. Da die F-Gase nicht branchenscharf zugeordnet sind, werden diese gleichmÃ¤ÃŸig verteilt.","UBA 2023 Trendtabelle THG 1990-2022, Blatt F-Gase",https://www.umweltbundesamt.de/themen/klima-energie/treibhausgas-emissionen
Fact_I_P_other_further_prodvol,ud,"Produktionsmenge Weitere Branchen 2018 (WZ 10, 11)",1,,"Es ist extrem schwierig, Gesamtproduktionsmengen fÃ¼r die weiteren Branchen zu finden, selbst das UBA schreibt in der RESCUE-Studie: ""Die sonstigen Branchen in Industrie und verarbeitenden Gewerbe sind sehr heterogen, beispielsweise sind hier die Textilindustrie, die MÃ¶belindustrie oder die Pharmaindustrie enthalten. Zudem liegen nicht fÃ¼r alle Teilbranchen verlÃ¤ssliche Produktionsstatistiken vor."", Daher wird hier ein pauschales Produktionsniveau von 100% mit Verweis auf diesen Sonderfall gesetzt, die Emissionen werden von der Energiemenge abgeleitet.",UBA RESCUE 2019 S. 280,
Fact_I_S_elec_fec_2018,ui (Entry),EEV Industrie 2021 Strom,214373333.3333333,,"Dieser Strom wird z.T. mit Industriekraftwerken erzeugt. Da die Bruttostromerzeugung der Industriekraftwerke aber im deutschen Strommix abgebildet ist, kann dieser Strombedarf legitim in Strom verschoben und dort bilanziert werden., ""Im Jahr 2018 haben die Betriebe des Verarbeitenden Gewerbes und des Bergbaus 55 Terawattstunden (TWh) Strom erzeugt. Wie das Statistische Bundesamt (Destatis) weiter mitteilt, entspricht dies einem Anteil von 12,6 % an der von der amtlichen Statistik erfassten Bruttostromerzeugung in Deutschland (436 TWh einschlieÃŸlich Kraftwerken der allgemeinen Versorgung)."", Interessant: 30 % der 2018 von der Industrie erzeugten Strommenge stammen aus Betrieben der Chemischen Industrie, 19 % aus der Metallerzeugung und -bearbeitung sowie 13 % aus der Herstellung von Papier, Pappe und Waren daraus.","AG EB 2023 Bilanz 2021 Zeile 60, Spalte AD",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_coal_fec_2018,ui (Entry),EEV Industrie 2021 Kohle,123874722.22222222,,"Steinkohlen, Braunkohlen","AG EB 2023 Bilanz 2021 Zeile 60, Spalte C, E, G, H, I",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_diesel_fec_2018,ui (Entry),EEV Industrie 2021 Diesel,166111.1111111111,,Dieselkraftstoff,"AG EB 2023 Bilanz 2021 Zeile 60, Spalte O",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_fueloil_fec_2018,ui (Entry),EEV Industrie 2021 HeizÃ¶l,7206388.888888889,,HeizÃ¶l leicht,"AG EB 2023 Bilanz 2021 Zeile 60, Spalte P",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_lpg_fec_2018,ui (Entry),EEV Industrie 2021 LPG,1224722.2222222222,,FlÃ¼ssiggas,"AG EB 2023 Bilanz 2021 Zeile 60, Spalte S",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_opetpro_fec_2018,ui (Entry),EEV Industrie 2021 sonstige MineralÃ¶lprodukte,18236944.444444444,,"MineralÃ¶le: HeizÃ¶l schwer, Petrolkoks, Raffineriegas, andere MineralÃ¶lprodukte","AG EB 2023 Bilanz 2021 Zeile 60, Spalte Q, R, T, U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_gas_fec_2018,ui (Entry),EEV Industrie 2021 Erdgas,256259722.2222222,,"Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas","AG EB 2023 Bilanz 2021 Zeile 60, Spalte V-Y",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_biomass_fec_2018,ui (Entry),EEV Industrie 2021 Biomasse,32683055.555555556,,Biomasse,"AG EB 2023 Bilanz 2021 Zeile 60, Spalte AA",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_orenew_fec_2018,ui (Entry),EEV Industrie 2021 Sonstige EE (Geothermie),140277.77777777778,,Sonstige erneuerbare EnergietrÃ¤ger,"AG EB 2023 Bilanz 2021 Zeile 60, Spalte AB",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_ofossil_fec_2018,ui (Entry),EEV Industrie 2021 Sonstige Konventionelle,2177500,,"Nicht erneuerbare AbfÃ¤lle, AbwÃ¤rme","AG EB 2023 Bilanz 2021 Zeile 60, Spalte AC",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_heatnet_fec_2018,ui (Entry),EEV Industrie 2021 WÃ¤rmenetze (FernwÃ¤rme + NahwÃ¤rme),48103055.55555555,,FernwÃ¤rme,"AG EB 2023 Bilanz 2021 Zeile 60, Spalte AF",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_P_chem_ammonia_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,1.09004141908423,,,,
Fact_I_P_chem_basic_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,1.09823571262224,,,,
Fact_I_P_chem_other_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.44907322283469,,,,
Fact_I_P_metal_nonfe_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.726500656044222,,,,
Fact_I_P_metal_steel_primary_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.646166537425283,,,,
Fact_I_P_metal_steel_secondary_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,1.73673790107413,,,,
Fact_I_P_miner_cement_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,1.03285236060535,,,,
Fact_I_P_miner_ceram_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.67523729907913,,,,
Fact_I_P_miner_chalk_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,1.10927548361908,,,,
Fact_I_P_miner_glas_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.896623411804647,,,,
Fact_I_P_other_food_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.452618764044943,,,,
Fact_I_P_other_further_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.322364270063622,,,,
Fact_I_P_other_paper_ratio_CO2e_excel_to_dehst,ui,Ratio of CO2e calculated based on NIR to the sum of emissions from industry plants included in DEHST.,0.981434782608695,,,,
Fact_I_S_miner_cementchalk_fec_2018,ui,EEV Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),55762777.777777776,MWh,"Verarbeitung v. Steine u. Erden (WZ 23 Rest) (Zeile 53, Umgerechnet in MWh)","AG EB 2023 Bilanz 2021 Zeile 53, Spalte AI",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_coal_fec_2018,ui,EEV Kohle Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),15543055.555555556,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 53 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_diesel_fec_2018,ui,EEV Diesel Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),8888.888888888889,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 53 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_fueloil_fec_2018,ui,EEV Heizöl Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),764722.2222222222,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 53 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_lpg_fec_2018,ui,EEV LPG Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),107500,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 53 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_opetpro_fec_2018,ui,EEV Sonstige Mineralölprodukte Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),2378333.3333333335,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 53 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_gas_fec_2018,ui,EEV Erdgas Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),12117222.222222222,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 53 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_biomass_fec_2018,ui,EEV Biomasse Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),6048611.111111111,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 53 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_orenew_fec_2018,ui,EEV Sonstige EE Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),1111.111111111111,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 53 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_ofossil_fec_2018,ui,EEV Sonstige fossile Energieträger Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),10738333.333333334,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 53 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_elec_fec_2018,ui,EEV Strom Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),7895277.777777778,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 53 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_cementchalk_heatnet_fec_2018,ui,EEV Fernwärme Zementindustrie+Kalkindustrie 2021 (WZ 23 Rest),160000,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 53 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_fec_2018,ui,"EEV Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",23588333.333333332,MWh,"Glas u. Keramik (WZ 23.1, 23.2, 23.31, 23.4) (Zeile 52, Umgerechnet in MWh)",AG EB 2023 Bilanz 2021 Zeile 52 Spalte AI,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_coal_fec_2018,ui,"EEV Kohle Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",555.5555555555555,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 52 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_diesel_fec_2018,ui,"EEV Diesel Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",2500,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 52 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_fueloil_fec_2018,ui,"EEV Heizöl Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",79444.44444444444,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 52 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_lpg_fec_2018,ui,"EEV LPG Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",27222.222222222223,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 52 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_opetpro_fec_2018,ui,"EEV Sonstige Mineralölprodukte Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",278611.1111111111,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 52 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_gas_fec_2018,ui,"EEV Erdgas Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",18173611.111111112,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 52 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_biomass_fec_2018,ui,"EEV Biomasse Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",3888.8888888888887,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 52 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_orenew_fec_2018,ui,"EEV Sonstige EE Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",0,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 52 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_ofossil_fec_2018,ui,"EEV Sonstige fossile Energieträger Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",0,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 52 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_elec_fec_2018,ui,"EEV Strom Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",4915000,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 52 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_miner_glasceram_heatnet_fec_2018,ui,"EEV Fernwärme Glasindustrie+Keramikindustrie 2021 (WZ 23.1, 23.2, 23.31, 23.4)",107777.77777777778,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 52 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_fec_2018,ui,EEV Grundstoffchemie inkl. Ammoniak (WZ 20.1) 2021,154467500,MWh,"Grundstoffchemie (WZ 20.1) (Zeile 49, Umgerechnet in MWh)",AG EB 2023 Bilanz 2021 Zeile 49 Spalte AI,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_coal_fec_2018,ui,EEV Kohle Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),3730277.7777777775,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 49 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_diesel_fec_2018,ui,EEV Diesel Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),1944.4444444444443,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 49 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_fueloil_fec_2018,ui,EEV Heizöl Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),163888.88888888888,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 49 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_lpg_fec_2018,ui,EEV LPG Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),423888.8888888889,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 49 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_opetpro_fec_2018,ui,EEV Sonstige Mineralölprodukte Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),14431388.888888888,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 49 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_gas_fec_2018,ui,EEV Erdgas Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),57486388.88888889,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 49 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_biomass_fec_2018,ui,EEV Biomasse Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),861388.8888888889,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 49 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_orenew_fec_2018,ui,EEV Sonstige EE Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),0,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 49 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_ofossil_fec_2018,ui,EEV Sonstige fossile Energieträger Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),8691944.444444444,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 49 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_elec_fec_2018,ui,EEV Strom Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),46054166.666666664,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 49 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_basic_heatnet_fec_2018,ui,EEV Fernwärme Grundstoffchemie inkl. Ammoniak 2021 (WZ 20.1),22621944.444444444,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 49 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_coal_fec_2018,ui,"EEV Kohle sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",1080000,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 50 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_diesel_fec_2018,ui,"EEV Diesel sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",1666.6666666666665,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 50 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_fueloil_fec_2018,ui,"EEV Heizöl sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",400833.3333333333,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 50 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_lpg_fec_2018,ui,"EEV LPG sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",18333.333333333332,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 50 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_opetpro_fec_2018,ui,"EEV Sonstige Mineralölprodukte sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",125277.77777777778,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 50 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_gas_fec_2018,ui,"EEV Erdgas sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",9765833.333333334,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 50 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_biomass_fec_2018,ui,"EEV Biomasse sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",680000,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 50 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_orenew_fec_2018,ui,"EEV Sonstige EE sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",3611.111111111111,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 50 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_ofossil_fec_2018,ui,"EEV Sonstige fossile Energieträger sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",229444.44444444444,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 50 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_elec_fec_2018,ui,"EEV Strom sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",6471111.111111111,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 50 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_chem_other_heatnet_fec_2018,ui,"EEV Fernwärme sonstige Chemieindustrie 2021 (WZ 20, 21 ohne 20.1)",4950277.777777778,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 50 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_coal_fec_2018,ui,EEV Kohle Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),94259722.22222222,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 54 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_diesel_fec_2018,ui,EEV Diesel Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),0,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 54 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
